"eventID","measurementType","measurementValue"
"0190","litter","63.82"
"0190","litter.depth","8.03"
"0190","poapra","31.15"
"0190","broine","15.07"
"0190","forb.cover","34.16"
"0190","ave.forb.richness.quad","3.35"
"0190","max.forb.richness.quad","8"
"0190","forb.veg.richness","22"
"0190","forb.veg.shannon","2.27"
"0190","forb.veg.simpson","6.57"
"0190","forb.veg.even","0.73"
"0190","ratio.invasive.grass.to.forbs","1.35"
"0007","litter","57.6"
"0007","litter.depth","6.37"
"0007","poapra","45.46"
"0007","broine","24.27"
"0007","forb.cover","18.13"
"0007","ave.forb.richness.quad","2.93"
"0007","max.forb.richness.quad","11"
"0007","forb.veg.richness","43"
"0007","forb.veg.shannon","2.93"
"0007","forb.veg.simpson","12.21"
"0007","forb.veg.even","0.78"
"0007","ratio.invasive.grass.to.forbs","3.85"
"0231","litter","56.44"
"0231","litter.depth","1.27"
"0231","poapra","32.97"
"0231","broine","0.1"
"0231","forb.cover","35.14"
"0231","ave.forb.richness.quad","2.72"
"0231","max.forb.richness.quad","7"
"0231","forb.veg.richness","24"
"0231","forb.veg.shannon","2.57"
"0231","forb.veg.simpson","10.52"
"0231","forb.veg.even","0.81"
"0231","ratio.invasive.grass.to.forbs","0.94"
"0159","litter","61.99"
"0159","litter.depth","13.32"
"0159","poapra","4.12"
"0159","broine","43.21"
"0159","forb.cover","58.72"
"0159","ave.forb.richness.quad","4.34"
"0159","max.forb.richness.quad","10"
"0159","forb.veg.richness","30"
"0159","forb.veg.shannon","2.53"
"0159","forb.veg.simpson","9.63"
"0159","forb.veg.even","0.74"
"0159","ratio.invasive.grass.to.forbs","0.81"
"0107","litter","26.89"
"0107","litter.depth","2.74"
"0107","poapra","32.67"
"0107","broine","7.87"
"0107","forb.cover","16.49"
"0107","ave.forb.richness.quad","2.26"
"0107","max.forb.richness.quad","7"
"0107","forb.veg.richness","29"
"0107","forb.veg.shannon","2.74"
"0107","forb.veg.simpson","10.92"
"0107","forb.veg.even","0.81"
"0107","ratio.invasive.grass.to.forbs","2.46"
"0027","litter","31.53"
"0027","litter.depth","2.77"
"0027","poapra","34.7"
"0027","broine","20.34"
"0027","forb.cover","50.61"
"0027","ave.forb.richness.quad","4.46"
"0027","max.forb.richness.quad","9"
"0027","forb.veg.richness","34"
"0027","forb.veg.shannon","2.45"
"0027","forb.veg.simpson","7.58"
"0027","forb.veg.even","0.69"
"0027","ratio.invasive.grass.to.forbs","1.09"
"0120","litter","57.94"
"0120","litter.depth","3.86"
"0120","poapra","21.95"
"0120","broine","39.16"
"0120","forb.cover","17"
"0120","ave.forb.richness.quad","1.06"
"0120","max.forb.richness.quad","3"
"0120","forb.veg.richness","9"
"0120","forb.veg.shannon","0.66"
"0120","forb.veg.simpson","1.41"
"0120","forb.veg.even","0.3"
"0120","ratio.invasive.grass.to.forbs","3.59"
"0178","litter","61.05"
"0178","litter.depth","7.49"
"0178","poapra","12.4"
"0178","broine","30.07"
"0178","forb.cover","26.39"
"0178","ave.forb.richness.quad","4.01"
"0178","max.forb.richness.quad","11"
"0178","forb.veg.richness","35"
"0178","forb.veg.shannon","2.81"
"0178","forb.veg.simpson","10.82"
"0178","forb.veg.even","0.79"
"0178","ratio.invasive.grass.to.forbs","1.61"
"0168","litter","16.1"
"0168","litter.depth","0.05"
"0168","poapra","5.51"
"0168","broine","1.08"
"0168","forb.cover","22.13"
"0168","ave.forb.richness.quad","2.69"
"0168","max.forb.richness.quad","6"
"0168","forb.veg.richness","35"
"0168","forb.veg.shannon","2.75"
"0168","forb.veg.simpson","10.78"
"0168","forb.veg.even","0.77"
"0168","ratio.invasive.grass.to.forbs","0.3"
"0254","litter","38.55"
"0254","litter.depth","4.26"
"0254","poapra","9.22"
"0254","broine","9.53"
"0254","forb.cover","42.43"
"0254","ave.forb.richness.quad","4.14"
"0254","max.forb.richness.quad","10"
"0254","forb.veg.richness","35"
"0254","forb.veg.shannon","2.73"
"0254","forb.veg.simpson","9.8"
"0254","forb.veg.even","0.77"
"0254","ratio.invasive.grass.to.forbs","0.44"
"0033","litter","35.97"
"0033","litter.depth","7.24"
"0033","poapra","30.81"
"0033","broine","51.72"
"0033","forb.cover","17.7"
"0033","ave.forb.richness.quad","1.38"
"0033","max.forb.richness.quad","7"
"0033","forb.veg.richness","15"
"0033","forb.veg.shannon","1.91"
"0033","forb.veg.simpson","4.11"
"0033","forb.veg.even","0.7"
"0033","ratio.invasive.grass.to.forbs","4.66"
"0078","litter","74.56"
"0078","litter.depth","5.39"
"0078","poapra","12.94"
"0078","broine","13.85"
"0078","forb.cover","4.46"
"0078","ave.forb.richness.quad","1.11"
"0078","max.forb.richness.quad","4"
"0078","forb.veg.richness","17"
"0078","forb.veg.shannon","2.42"
"0078","forb.veg.simpson","8.45"
"0078","forb.veg.even","0.85"
"0078","ratio.invasive.grass.to.forbs","6.01"
"0235","litter","59.16"
"0235","litter.depth","4.59"
"0235","poapra","36.08"
"0235","broine","45.17"
"0235","forb.cover","25.98"
"0235","ave.forb.richness.quad","3.04"
"0235","max.forb.richness.quad","7"
"0235","forb.veg.richness","17"
"0235","forb.veg.shannon","1.88"
"0235","forb.veg.simpson","4.11"
"0235","forb.veg.even","0.66"
"0235","ratio.invasive.grass.to.forbs","3.13"
"0132","litter","37.57"
"0132","litter.depth","3.4"
"0132","poapra","48.92"
"0132","broine","19.48"
"0132","forb.cover","61.11"
"0132","ave.forb.richness.quad","5.17"
"0132","max.forb.richness.quad","12"
"0132","forb.veg.richness","45"
"0132","forb.veg.shannon","2.43"
"0132","forb.veg.simpson","5.47"
"0132","forb.veg.even","0.64"
"0132","ratio.invasive.grass.to.forbs","1.12"
"0003","litter","64.29"
"0003","litter.depth","9.12"
"0003","poapra","0.24"
"0003","broine","6.11"
"0003","forb.cover","21.97"
"0003","ave.forb.richness.quad","1.35"
"0003","max.forb.richness.quad","4"
"0003","forb.veg.richness","9"
"0003","forb.veg.shannon","1.3"
"0003","forb.veg.simpson","3.14"
"0003","forb.veg.even","0.59"
"0003","ratio.invasive.grass.to.forbs","0.29"
"0180","litter","56.86"
"0180","litter.depth","7.32"
"0180","poapra","19.43"
"0180","broine","0.91"
"0180","forb.cover","36.22"
"0180","ave.forb.richness.quad","4.24"
"0180","max.forb.richness.quad","9"
"0180","forb.veg.richness","33"
"0180","forb.veg.shannon","2.32"
"0180","forb.veg.simpson","6.78"
"0180","forb.veg.even","0.66"
"0180","ratio.invasive.grass.to.forbs","0.56"
"0162","litter","46.08"
"0162","litter.depth","1.42"
"0162","poapra","26.45"
"0162","broine","0"
"0162","forb.cover","43.65"
"0162","ave.forb.richness.quad","5.12"
"0162","max.forb.richness.quad","9"
"0162","forb.veg.richness","26"
"0162","forb.veg.shannon","2.62"
"0162","forb.veg.simpson","10.37"
"0162","forb.veg.even","0.8"
"0162","ratio.invasive.grass.to.forbs","0.61"
"0035","litter","49.9"
"0035","litter.depth","7.68"
"0035","poapra","31.11"
"0035","broine","41.96"
"0035","forb.cover","16.01"
"0035","ave.forb.richness.quad","1.82"
"0035","max.forb.richness.quad","7"
"0035","forb.veg.richness","19"
"0035","forb.veg.shannon","2.45"
"0035","forb.veg.simpson","7.29"
"0035","forb.veg.even","0.83"
"0035","ratio.invasive.grass.to.forbs","4.56"
"0160","litter","67.71"
"0160","litter.depth","21.38"
"0160","poapra","21.82"
"0160","broine","0.34"
"0160","forb.cover","50.44"
"0160","ave.forb.richness.quad","3.28"
"0160","max.forb.richness.quad","7"
"0160","forb.veg.richness","34"
"0160","forb.veg.shannon","2.64"
"0160","forb.veg.simpson","9.31"
"0160","forb.veg.even","0.75"
"0160","ratio.invasive.grass.to.forbs","0.44"
"0163","litter","53.31"
"0163","litter.depth","3.77"
"0163","poapra","53.24"
"0163","broine","1.93"
"0163","forb.cover","23.99"
"0163","ave.forb.richness.quad","3.97"
"0163","max.forb.richness.quad","9"
"0163","forb.veg.richness","39"
"0163","forb.veg.shannon","2.81"
"0163","forb.veg.simpson","9.8"
"0163","forb.veg.even","0.77"
"0163","ratio.invasive.grass.to.forbs","2.3"
"0066","litter","58.18"
"0066","litter.depth","2.54"
"0066","poapra","10.98"
"0066","broine","37.03"
"0066","forb.cover","14.12"
"0066","ave.forb.richness.quad","2.16"
"0066","max.forb.richness.quad","6"
"0066","forb.veg.richness","16"
"0066","forb.veg.shannon","2.06"
"0066","forb.veg.simpson","5.52"
"0066","forb.veg.even","0.74"
"0066","ratio.invasive.grass.to.forbs","3.4"
"0247","litter","51.38"
"0247","litter.depth","2.08"
"0247","poapra","0.68"
"0247","broine","0"
"0247","forb.cover","24.49"
"0247","ave.forb.richness.quad","3.27"
"0247","max.forb.richness.quad","7"
"0247","forb.veg.richness","27"
"0247","forb.veg.shannon","1.61"
"0247","forb.veg.simpson","2.47"
"0247","forb.veg.even","0.49"
"0247","ratio.invasive.grass.to.forbs","0.03"
"0279","litter","86.34"
"0279","litter.depth","6.93"
"0279","poapra","0"
"0279","broine","7.36"
"0279","forb.cover","6.01"
"0279","ave.forb.richness.quad","1.47"
"0279","max.forb.richness.quad","4"
"0279","forb.veg.richness","16"
"0279","forb.veg.shannon","2.42"
"0279","forb.veg.simpson","9.72"
"0279","forb.veg.even","0.87"
"0279","ratio.invasive.grass.to.forbs","1.22"
"0285","litter","72.64"
"0285","litter.depth","2.63"
"0285","poapra","0.51"
"0285","broine","1.62"
"0285","forb.cover","4.09"
"0285","ave.forb.richness.quad","1.49"
"0285","max.forb.richness.quad","4"
"0285","forb.veg.richness","18"
"0285","forb.veg.shannon","2.5"
"0285","forb.veg.simpson","9.33"
"0285","forb.veg.even","0.86"
"0285","ratio.invasive.grass.to.forbs","0.52"
"0281","litter","44.62"
"0281","litter.depth","4.46"
"0281","poapra","18.01"
"0281","broine","1.05"
"0281","forb.cover","33.11"
"0281","ave.forb.richness.quad","3.46"
"0281","max.forb.richness.quad","10"
"0281","forb.veg.richness","32"
"0281","forb.veg.shannon","2.17"
"0281","forb.veg.simpson","5.02"
"0281","forb.veg.even","0.63"
"0281","ratio.invasive.grass.to.forbs","0.58"
"0283","litter","83.04"
"0283","litter.depth","4.01"
"0283","poapra","0"
"0283","broine","2.4"
"0283","forb.cover","16.18"
"0283","ave.forb.richness.quad","2.27"
"0283","max.forb.richness.quad","5"
"0283","forb.veg.richness","21"
"0283","forb.veg.shannon","1.92"
"0283","forb.veg.simpson","4.29"
"0283","forb.veg.even","0.63"
"0283","ratio.invasive.grass.to.forbs","0.15"
"0128","litter","56.05"
"0128","litter.depth","2.19"
"0128","poapra","29.8"
"0128","broine","0.44"
"0128","forb.cover","63.04"
"0128","ave.forb.richness.quad","3.68"
"0128","max.forb.richness.quad","8"
"0128","forb.veg.richness","35"
"0128","forb.veg.shannon","1.87"
"0128","forb.veg.simpson","2.85"
"0128","forb.veg.even","0.53"
"0128","ratio.invasive.grass.to.forbs","0.48"
"0074","litter","53.68"
"0074","litter.depth","2.76"
"0074","poapra","73.85"
"0074","broine","0.34"
"0074","forb.cover","27.09"
"0074","ave.forb.richness.quad","6.82"
"0074","max.forb.richness.quad","12"
"0074","forb.veg.richness","38"
"0074","forb.veg.shannon","2.97"
"0074","forb.veg.simpson","13.41"
"0074","forb.veg.even","0.82"
"0074","ratio.invasive.grass.to.forbs","2.74"
"0072","litter","55.84"
"0072","litter.depth","3.84"
"0072","poapra","72.23"
"0072","broine","1.45"
"0072","forb.cover","29.36"
"0072","ave.forb.richness.quad","3.46"
"0072","max.forb.richness.quad","7"
"0072","forb.veg.richness","27"
"0072","forb.veg.shannon","1.55"
"0072","forb.veg.simpson","2.58"
"0072","forb.veg.even","0.47"
"0072","ratio.invasive.grass.to.forbs","2.51"
"0223","litter","58.89"
"0223","litter.depth","4.12"
"0223","poapra","56.76"
"0223","broine","7.13"
"0223","forb.cover","37.5"
"0223","ave.forb.richness.quad","3.54"
"0223","max.forb.richness.quad","8"
"0223","forb.veg.richness","17"
"0223","forb.veg.shannon","2.04"
"0223","forb.veg.simpson","5.6"
"0223","forb.veg.even","0.72"
"0223","ratio.invasive.grass.to.forbs","1.7"
"0258","litter","26.11"
"0258","litter.depth","2.24"
"0258","poapra","54.09"
"0258","broine","14.66"
"0258","forb.cover","43.38"
"0258","ave.forb.richness.quad","3.81"
"0258","max.forb.richness.quad","7"
"0258","forb.veg.richness","35"
"0258","forb.veg.shannon","2.66"
"0258","forb.veg.simpson","8.85"
"0258","forb.veg.even","0.75"
"0258","ratio.invasive.grass.to.forbs","1.58"
"0149","litter","81.32"
"0149","litter.depth","7.38"
"0149","poapra","5.78"
"0149","broine","18.75"
"0149","forb.cover","3.68"
"0149","ave.forb.richness.quad","0.34"
"0149","max.forb.richness.quad","3"
"0149","forb.veg.richness","6"
"0149","forb.veg.shannon","1.25"
"0149","forb.veg.simpson","2.75"
"0149","forb.veg.even","0.7"
"0149","ratio.invasive.grass.to.forbs","6.66"
"0043","litter","42.33"
"0043","litter.depth","1.23"
"0043","poapra","43.95"
"0043","broine","1.42"
"0043","forb.cover","15.17"
"0043","ave.forb.richness.quad","3.41"
"0043","max.forb.richness.quad","8"
"0043","forb.veg.richness","29"
"0043","forb.veg.shannon","2.94"
"0043","forb.veg.simpson","14.46"
"0043","forb.veg.even","0.87"
"0043","ratio.invasive.grass.to.forbs","2.99"
"0041","litter","75.36"
"0041","litter.depth","2.96"
"0041","poapra","24.93"
"0041","broine","7.16"
"0041","forb.cover","28.82"
"0041","ave.forb.richness.quad","4.45"
"0041","max.forb.richness.quad","13"
"0041","forb.veg.richness","40"
"0041","forb.veg.shannon","2.85"
"0041","forb.veg.simpson","9.55"
"0041","forb.veg.even","0.77"
"0041","ratio.invasive.grass.to.forbs","1.11"
"0166","litter","54.24"
"0166","litter.depth","3.8"
"0166","poapra","30.41"
"0166","broine","11.79"
"0166","forb.cover","57.74"
"0166","ave.forb.richness.quad","3.53"
"0166","max.forb.richness.quad","7"
"0166","forb.veg.richness","29"
"0166","forb.veg.shannon","1.99"
"0166","forb.veg.simpson","3.6"
"0166","forb.veg.even","0.59"
"0166","ratio.invasive.grass.to.forbs","0.73"
"0208","litter","66.69"
"0208","litter.depth","8.95"
"0208","poapra","16.22"
"0208","broine","41.55"
"0208","forb.cover","28.46"
"0208","ave.forb.richness.quad","2.95"
"0208","max.forb.richness.quad","9"
"0208","forb.veg.richness","27"
"0208","forb.veg.shannon","2.66"
"0208","forb.veg.simpson","10.27"
"0208","forb.veg.even","0.81"
"0208","ratio.invasive.grass.to.forbs","2.03"
"0304","litter","60.1"
"0304","litter.depth","5.82"
"0304","poapra","48.11"
"0304","broine","27.23"
"0304","forb.cover","18.34"
"0304","ave.forb.richness.quad","2.89"
"0304","max.forb.richness.quad","7"
"0304","forb.veg.richness","16"
"0304","forb.veg.shannon","1.88"
"0304","forb.veg.simpson","4.72"
"0304","forb.veg.even","0.68"
"0304","ratio.invasive.grass.to.forbs","4.11"
"0019","litter","53.73"
"0019","litter.depth","3.24"
"0019","poapra","13.92"
"0019","broine","39.8"
"0019","forb.cover","22.94"
"0019","ave.forb.richness.quad","2.99"
"0019","max.forb.richness.quad","9"
"0019","forb.veg.richness","23"
"0019","forb.veg.shannon","2.58"
"0019","forb.veg.simpson","9.96"
"0019","forb.veg.even","0.82"
"0019","ratio.invasive.grass.to.forbs","2.34"
"0233","litter","55.34"
"0233","litter.depth","2.79"
"0233","poapra","37.3"
"0233","broine","30.74"
"0233","forb.cover","33.95"
"0233","ave.forb.richness.quad","2.73"
"0233","max.forb.richness.quad","5"
"0233","forb.veg.richness","15"
"0233","forb.veg.shannon","1.94"
"0233","forb.veg.simpson","4.69"
"0233","forb.veg.even","0.72"
"0233","ratio.invasive.grass.to.forbs","2"
"0064","litter","91.01"
"0064","litter.depth","8.14"
"0064","poapra","22.43"
"0064","broine","33.58"
"0064","forb.cover","26.15"
"0064","ave.forb.richness.quad","2.09"
"0064","max.forb.richness.quad","5"
"0064","forb.veg.richness","18"
"0064","forb.veg.shannon","2.17"
"0064","forb.veg.simpson","6.47"
"0064","forb.veg.even","0.75"
"0064","ratio.invasive.grass.to.forbs","2.14"
"0009","litter","22.09"
"0009","litter.depth","0.99"
"0009","poapra","4.66"
"0009","broine","12.74"
"0009","forb.cover","44.39"
"0009","ave.forb.richness.quad","5.08"
"0009","max.forb.richness.quad","10"
"0009","forb.veg.richness","36"
"0009","forb.veg.shannon","2.87"
"0009","forb.veg.simpson","12.79"
"0009","forb.veg.even","0.8"
"0009","ratio.invasive.grass.to.forbs","0.39"
"0130","litter","41.53"
"0130","litter.depth","1.55"
"0130","poapra","62.2"
"0130","broine","0.2"
"0130","forb.cover","62.3"
"0130","ave.forb.richness.quad","6.01"
"0130","max.forb.richness.quad","11"
"0130","forb.veg.richness","37"
"0130","forb.veg.shannon","2.81"
"0130","forb.veg.simpson","11.56"
"0130","forb.veg.even","0.78"
"0130","ratio.invasive.grass.to.forbs","1"
"0126","litter","69.86"
"0126","litter.depth","0.95"
"0126","poapra","25.2"
"0126","broine","0.41"
"0126","forb.cover","23.43"
"0126","ave.forb.richness.quad","3.72"
"0126","max.forb.richness.quad","6"
"0126","forb.veg.richness","19"
"0126","forb.veg.shannon","2.15"
"0126","forb.veg.simpson","5.64"
"0126","forb.veg.even","0.73"
"0126","ratio.invasive.grass.to.forbs","1.09"
"0082","litter","80.51"
"0082","litter.depth","4.07"
"0082","poapra","26.39"
"0082","broine","4.59"
"0082","forb.cover","17.84"
"0082","ave.forb.richness.quad","2.07"
"0082","max.forb.richness.quad","5"
"0082","forb.veg.richness","24"
"0082","forb.veg.shannon","1.75"
"0082","forb.veg.simpson","2.71"
"0082","forb.veg.even","0.55"
"0082","ratio.invasive.grass.to.forbs","1.74"
"0256","litter","53.27"
"0256","litter.depth","2.47"
"0256","poapra","0.27"
"0256","broine","5.71"
"0256","forb.cover","7.77"
"0256","ave.forb.richness.quad","0.84"
"0256","max.forb.richness.quad","4"
"0256","forb.veg.richness","12"
"0256","forb.veg.shannon","1.52"
"0256","forb.veg.simpson","3.06"
"0256","forb.veg.even","0.61"
"0256","ratio.invasive.grass.to.forbs","0.77"
"0070","litter","55.69"
"0070","litter.depth","4.55"
"0070","poapra","40.91"
"0070","broine","56.01"
"0070","forb.cover","23.92"
"0070","ave.forb.richness.quad","3.18"
"0070","max.forb.richness.quad","6"
"0070","forb.veg.richness","20"
"0070","forb.veg.shannon","2.2"
"0070","forb.veg.simpson","6.9"
"0070","forb.veg.even","0.74"
"0070","ratio.invasive.grass.to.forbs","4.05"
"0080","litter","61.93"
"0080","litter.depth","7.03"
"0080","poapra","70.1"
"0080","broine","4.83"
"0080","forb.cover","8.31"
"0080","ave.forb.richness.quad","0.62"
"0080","max.forb.richness.quad","3"
"0080","forb.veg.richness","7"
"0080","forb.veg.shannon","1.03"
"0080","forb.veg.simpson","2.08"
"0080","forb.veg.even","0.53"
"0080","ratio.invasive.grass.to.forbs","9.02"
